Timestamp;Nome Modulo;ID;Mensagem;;;;;;;
10.150; Dynamics module data; 0x11;;0;;9701;;0;;18200
10.150; Dynamics module sensor errors; 0x12;;0;;100;;100;;0
10.150; Thermal sensor module; 0x21;;18500;;12202;;8202;;3702
10.150; Thermal sensor module; 0x22;;7400;;2403;;21500;;14701
10.200; Dynamics module data; 0x11;;0;;3700;;0;;13100
10.200; Dynamics module sensor errors; 0x12;;0;;0;;100;;100
10.200; Thermal sensor module; 0x21;;17700;;11200;;17601;;5802
10.200; Thermal sensor module; 0x22;;23601;;7401;;23700;;10203
10.250; Dynamics module data; 0x11;;0;;23200;;0;;22700
10.250; Dynamics module sensor errors; 0x12;;0;;0;;100;;0
10.250; Thermal sensor module; 0x21;;15001;;3800;;20500;;2503
10.250; Thermal sensor module; 0x22;;9702;;2903;;3303;;22102
10.300; Dynamics module data; 0x11;;0;;6901;;0;;101
10.300; Dynamics module sensor errors; 0x12;;100;;0;;0;;0
10.300; Thermal sensor module; 0x21;;11703;;2202;;25502;;15503
10.300; Thermal sensor module; 0x22;;2100;;1700;;801;;19303
10.350; Dynamics module data; 0x11;;0;;23401;;0;;3600
10.350; Dynamics module sensor errors; 0x12;;0;;0;;0;;100
10.350; Thermal sensor module; 0x21;;1201;;21502;;10600;;4100
10.350; Thermal sensor module; 0x22;;12600;;8801;;900;;7600
10.400; Dynamics module data; 0x11;;0;;18200;;0;;8500
10.400; Dynamics module sensor errors; 0x12;;0;;0;;0;;100
10.400; Thermal sensor module; 0x21;;14201;;15600;;15602;;16403
10.400; Thermal sensor module; 0x22;;18401;;7403;;1402;;17300
10.450; Dynamics module data; 0x11;;0;;17301;;0;;2000
10.450; Dynamics module sensor errors; 0x12;;0;;100;;100;;100
10.450; Thermal sensor module; 0x21;;13902;;2100;;24802;;25200
10.450; Thermal sensor module; 0x22;;16900;;11301;;24702;;16700
10.500; Dynamics module data; 0x11;;0;;14501;;0;;14400
10.500; Dynamics module sensor errors; 0x12;;100;;100;;0;;100
10.500; Thermal sensor module; 0x21;;1300;;7602;;11000;;2003
10.500; Thermal sensor module; 0x22;;8602;;14903;;11103;;17801
10.550; Dynamics module data; 0x11;;0;;1500;;0;;22400
10.550; Dynamics module sensor errors; 0x12;;0;;100;;0;;0
10.550; Thermal sensor module; 0x21;;24201;;20803;;19303;;8300
10.550; Thermal sensor module; 0x22;;17101;;15903;;5201;;10201
10.600; Dynamics module data; 0x11;;0;;12100;;0;;9200
10.600; Dynamics module sensor errors; 0x12;;0;;0;;100;;0
10.600; Thermal sensor module; 0x21;;11202;;10000;;11802;;7503
10.600; Thermal sensor module; 0x22;;6901;;21701;;5100;;21403
10.650; Dynamics module data; 0x11;;0;;12401;;0;;22200
10.650; Dynamics module sensor errors; 0x12;;0;;100;;0;;0
10.650; Thermal sensor module; 0x21;;12300;;15200;;21800;;14002
10.650; Thermal sensor module; 0x22;;8201;;17101;;8800;;1000
10.700; Dynamics module data; 0x11;;0;;9801;;0;;6901
10.700; Dynamics module sensor errors; 0x12;;100;;100;;100;;0
10.700; Thermal sensor module; 0x21;;16901;;500;;1900;;14503
10.700; Thermal sensor module; 0x22;;13503;;9500;;17603;;6703
10.750; Dynamics module data; 0x11;;0;;4501;;0;;13100
10.750; Dynamics module sensor errors; 0x12;;0;;100;;100;;0
10.750; Thermal sensor module; 0x21;;13300;;5201;;6903;;16903
10.750; Thermal sensor module; 0x22;;2400;;16603;;19402;;9800
10.800; Dynamics module data; 0x11;;0;;20501;;0;;2001
10.800; Dynamics module sensor errors; 0x12;;0;;0;;100;;100
10.800; Thermal sensor module; 0x21;;20603;;7102;;9403;;20703
10.800; Thermal sensor module; 0x22;;3401;;25500;;3303;;8800
10.850; Dynamics module data; 0x11;;0;;17201;;0;;14001
10.850; Dynamics module sensor errors; 0x12;;0;;100;;100;;100
10.850; Thermal sensor module; 0x21;;1601;;1403;;14603;;14600
10.850; Thermal sensor module; 0x22;;5103;;4502;;13102;;7003
10.900; Dynamics module data; 0x11;;0;;6200;;0;;20700
10.900; Dynamics module sensor errors; 0x12;;0;;100;;100;;100
10.900; Thermal sensor module; 0x21;;15302;;12901;;20601;;18802
10.900; Thermal sensor module; 0x22;;20003;;5701;;8401;;14900
10.950; Dynamics module data; 0x11;;0;;20501;;0;;4101
10.950; Dynamics module sensor errors; 0x12;;100;;0;;100;;100
10.950; Thermal sensor module; 0x21;;6902;;3603;;3200;;15701
10.950; Thermal sensor module; 0x22;;4503;;9102;;25000;;3901
11.000; Dynamics module data; 0x11;;0;;9201;;0;;5901
11.000; Dynamics module sensor errors; 0x12;;100;;100;;100;;0
11.000; Thermal sensor module; 0x21;;18503;;16500;;22100;;15203
11.000; Thermal sensor module; 0x22;;9500;;21300;;10602;;20303
11.050; Dynamics module data; 0x11;;0;;6400;;0;;5100
11.050; Dynamics module sensor errors; 0x12;;100;;0;;100;;0
11.050; Thermal sensor module; 0x21;;18602;;18200;;10400;;3603
11.050; Thermal sensor module; 0x22;;400;;19100;;5603;;2802
11.100; Dynamics module data; 0x11;;0;;20101;;0;;8001
11.100; Dynamics module sensor errors; 0x12;;0;;100;;0;;100
11.100; Thermal sensor module; 0x21;;12503;;20102;;1;;16403
11.100; Thermal sensor module; 0x22;;2501;;25000;;9803;;4900
11.150; Dynamics module data; 0x11;;0;;20201;;0;;5501
11.150; Dynamics module sensor errors; 0x12;;0;;100;;0;;0
11.150; Thermal sensor module; 0x21;;9600;;15800;;22603;;3102
11.150; Thermal sensor module; 0x22;;9802;;7201;;4401;;2900
11.200; Dynamics module data; 0x11;;0;;18800;;0;;3600
11.200; Dynamics module sensor errors; 0x12;;0;;100;;100;;100
11.200; Thermal sensor module; 0x21;;14300;;25400;;24900;;14202
11.200; Thermal sensor module; 0x22;;11703;;14500;;21202;;16801
11.250; Dynamics module data; 0x11;;0;;22800;;0;;15900
11.250; Dynamics module sensor errors; 0x12;;0;;0;;0;;0
11.250; Thermal sensor module; 0x21;;7900;;21901;;12500;;3602
11.250; Thermal sensor module; 0x22;;6203;;11901;;23101;;15503
11.300; Dynamics module data; 0x11;;0;;21100;;0;;16001
11.300; Dynamics module sensor errors; 0x12;;100;;100;;0;;100
11.300; Thermal sensor module; 0x21;;19000;;5203;;11201;;21701
11.300; Thermal sensor module; 0x22;;15401;;17901;;19402;;23802
11.350; Dynamics module data; 0x11;;0;;11000;;0;;15701
11.350; Dynamics module sensor errors; 0x12;;100;;100;;0;;0
11.350; Thermal sensor module; 0x21;;6401;;14803;;22501;;15702
11.350; Thermal sensor module; 0x22;;5601;;6802;;11301;;2002
11.400; Dynamics module data; 0x11;;0;;18301;;0;;21500
11.400; Dynamics module sensor errors; 0x12;;100;;100;;100;;100
11.400; Thermal sensor module; 0x21;;5003;;13102;;6002;;21001
11.400; Thermal sensor module; 0x22;;13802;;2902;;19303;;15703
11.450; Dynamics module data; 0x11;;0;;20800;;0;;22800
11.450; Dynamics module sensor errors; 0x12;;100;;100;;0;;0
11.450; Thermal sensor module; 0x21;;1700;;16203;;23100;;14503
11.450; Thermal sensor module; 0x22;;15203;;5501;;5702;;15501
11.500; Dynamics module data; 0x11;;0;;9601;;0;;9800
11.500; Dynamics module sensor errors; 0x12;;100;;0;;100;;100
11.500; Thermal sensor module; 0x21;;17903;;17802;;7803;;10700
11.500; Thermal sensor module; 0x22;;2802;;1000;;10001;;15703
11.550; Dynamics module data; 0x11;;0;;12701;;0;;23601
11.550; Dynamics module sensor errors; 0x12;;0;;0;;0;;100
11.550; Thermal sensor module; 0x21;;2001;;2902;;17500;;902
11.550; Thermal sensor module; 0x22;;22202;;24002;;9501;;16501
11.600; Dynamics module data; 0x11;;0;;13901;;0;;17700
11.600; Dynamics module sensor errors; 0x12;;0;;0;;0;;0
11.600; Thermal sensor module; 0x21;;7301;;20303;;19800;;7501
11.600; Thermal sensor module; 0x22;;2402;;22502;;8900;;1201
11.650; Dynamics module data; 0x11;;0;;9301;;0;;2400
11.650; Dynamics module sensor errors; 0x12;;100;;0;;0;;0
11.650; Thermal sensor module; 0x21;;21502;;18101;;1602;;7602
11.650; Thermal sensor module; 0x22;;202;;2201;;10902;;25201
11.700; Dynamics module data; 0x11;;0;;10901;;0;;13201
11.700; Dynamics module sensor errors; 0x12;;0;;100;;100;;100
11.700; Thermal sensor module; 0x21;;24400;;15603;;14702;;23500
11.700; Thermal sensor module; 0x22;;23800;;24901;;3;;4402
11.750; Dynamics module data; 0x11;;0;;13401;;0;;8300
11.750; Dynamics module sensor errors; 0x12;;0;;0;;0;;100
11.750; Thermal sensor module; 0x21;;11601;;8901;;11501;;21000
11.750; Thermal sensor module; 0x22;;403;;8200;;22500;;15900
11.800; Dynamics module data; 0x11;;0;;5901;;0;;10100
11.800; Dynamics module sensor errors; 0x12;;0;;0;;0;;100
11.800; Thermal sensor module; 0x21;;13202;;3000;;2901;;7303
11.800; Thermal sensor module; 0x22;;4601;;19501;;17800;;16500
11.850; Dynamics module data; 0x11;;0;;18301;;0;;601
11.850; Dynamics module sensor errors; 0x12;;0;;0;;100;;0
11.850; Thermal sensor module; 0x21;;1801;;19503;;24701;;10703
11.850; Thermal sensor module; 0x22;;18802;;24400;;11500;;17400
11.900; Dynamics module data; 0x11;;0;;11401;;0;;7001
11.900; Dynamics module sensor errors; 0x12;;0;;100;;100;;100
11.900; Thermal sensor module; 0x21;;24100;;24901;;13301;;10400
11.900; Thermal sensor module; 0x22;;22503;;6300;;20700;;1303
11.950; Dynamics module data; 0x11;;0;;4201;;0;;22601
11.950; Dynamics module sensor errors; 0x12;;100;;100;;100;;0
11.950; Thermal sensor module; 0x21;;9603;;101;;502;;23200
11.950; Thermal sensor module; 0x22;;21801;;19600;;14002;;10601
12.000; Dynamics module data; 0x11;;0;;10000;;0;;15401
12.000; Dynamics module sensor errors; 0x12;;0;;100;;100;;100
12.000; Thermal sensor module; 0x21;;11603;;25202;;7503;;15702
12.000; Thermal sensor module; 0x22;;6901;;25300;;19801;;17400
12.050; Dynamics module data; 0x11;;0;;11900;;0;;200
12.050; Dynamics module sensor errors; 0x12;;0;;100;;100;;100
12.050; Thermal sensor module; 0x21;;10403;;16403;;501;;16000
12.050; Thermal sensor module; 0x22;;20602;;201;;9102;;14603
12.100; Dynamics module data; 0x11;;0;;14900;;0;;2500
12.100; Dynamics module sensor errors; 0x12;;0;;100;;100;;100
12.100; Thermal sensor module; 0x21;;22701;;24101;;23800;;11400
12.100; Thermal sensor module; 0x22;;6700;;23602;;8803;;11900
12.150; Dynamics module data; 0x11;;0;;22000;;0;;2000
12.150; Dynamics module sensor errors; 0x12;;0;;0;;100;;100
12.150; Thermal sensor module; 0x21;;16100;;12400;;11801;;18702
12.150; Thermal sensor module; 0x22;;1701;;10100;;12101;;701
12.200; Dynamics module data; 0x11;;0;;5001;;0;;22901
12.200; Dynamics module sensor errors; 0x12;;0;;0;;100;;0
12.200; Thermal sensor module; 0x21;;4002;;15002;;23901;;17400
12.200; Thermal sensor module; 0x22;;13203;;14201;;1202;;24100
12.250; Dynamics module data; 0x11;;0;;17800;;0;;20501
12.250; Dynamics module sensor errors; 0x12;;100;;100;;0;;0
12.250; Thermal sensor module; 0x21;;9901;;5601;;802;;5000
12.250; Thermal sensor module; 0x22;;16901;;23902;;2203;;15100
12.300; Dynamics module data; 0x11;;0;;2600;;0;;3000
12.300; Dynamics module sensor errors; 0x12;;0;;0;;100;;100
12.300; Thermal sensor module; 0x21;;15302;;16401;;2203;;4900
12.300; Thermal sensor module; 0x22;;20602;;16900;;23502;;19502
12.350; Dynamics module data; 0x11;;0;;7101;;0;;8900
12.350; Dynamics module sensor errors; 0x12;;0;;0;;0;;100
12.350; Thermal sensor module; 0x21;;23802;;10603;;10802;;8401
12.350; Thermal sensor module; 0x22;;19101;;11803;;1702;;17200
12.400; Dynamics module data; 0x11;;0;;17401;;0;;24700
12.400; Dynamics module sensor errors; 0x12;;0;;100;;0;;0
12.400; Thermal sensor module; 0x21;;0;;15502;;1803;;5202
12.400; Thermal sensor module; 0x22;;12202;;17402;;12501;;20501
12.450; Dynamics module data; 0x11;;0;;201;;0;;14601
12.450; Dynamics module sensor errors; 0x12;;100;;100;;100;;100
12.450; Thermal sensor module; 0x21;;17000;;22403;;15400;;16100
12.450; Thermal sensor module; 0x22;;3601;;2702;;22700;;18202
12.500; Dynamics module data; 0x11;;0;;23201;;0;;4400
12.500; Dynamics module sensor errors; 0x12;;100;;100;;0;;0
12.500; Thermal sensor module; 0x21;;7501;;8301;;21901;;603
12.500; Thermal sensor module; 0x22;;20903;;13301;;1702;;3901
12.550; Dynamics module data; 0x11;;0;;22900;;0;;7501
12.550; Dynamics module sensor errors; 0x12;;0;;100;;100;;0
12.550; Thermal sensor module; 0x21;;3903;;5103;;6501;;1001
12.550; Thermal sensor module; 0x22;;15102;;9300;;13101;;11502
12.600; Dynamics module data; 0x11;;0;;17401;;0;;12001
12.600; Dynamics module sensor errors; 0x12;;100;;100;;0;;0
12.600; Thermal sensor module; 0x21;;19603;;5902;;8201;;12700
12.600; Thermal sensor module; 0x22;;3401;;11801;;9503;;1003
12.650; Dynamics module data; 0x11;;0;;9401;;0;;3900
12.650; Dynamics module sensor errors; 0x12;;0;;0;;100;;100
12.650; Thermal sensor module; 0x21;;15000;;24300;;13802;;7801
12.650; Thermal sensor module; 0x22;;17503;;5400;;13001;;19700
12.700; Dynamics module data; 0x11;;0;;15200;;0;;1800
12.700; Dynamics module sensor errors; 0x12;;0;;0;;100;;0
12.700; Thermal sensor module; 0x21;;10603;;23600;;11103;;4801
12.700; Thermal sensor module; 0x22;;5202;;4002;;0;;2100
12.750; Dynamics module data; 0x11;;0;;13801;;0;;23000
12.750; Dynamics module sensor errors; 0x12;;100;;0;;100;;100
12.750; Thermal sensor module; 0x21;;7702;;16801;;13301;;20500
12.750; Thermal sensor module; 0x22;;19803;;4400;;3102;;17103
12.800; Dynamics module data; 0x11;;0;;5001;;0;;24001
12.800; Dynamics module sensor errors; 0x12;;0;;100;;0;;0
12.800; Thermal sensor module; 0x21;;5202;;1400;;16100;;12001
12.800; Thermal sensor module; 0x22;;900;;401;;17201;;21703
12.850; Dynamics module data; 0x11;;0;;13601;;0;;18001
12.850; Dynamics module sensor errors; 0x12;;100;;0;;0;;0
12.850; Thermal sensor module; 0x21;;25301;;18503;;8901;;18403
12.850; Thermal sensor module; 0x22;;8300;;8901;;5103;;19002
12.900; Dynamics module data; 0x11;;0;;4701;;0;;19901
12.900; Dynamics module sensor errors; 0x12;;100;;0;;0;;100
12.900; Thermal sensor module; 0x21;;14000;;22501;;20103;;3903
12.900; Thermal sensor module; 0x22;;4800;;18600;;6602;;14801
12.950; Dynamics module data; 0x11;;0;;13600;;0;;2600
12.950; Dynamics module sensor errors; 0x12;;0;;0;;100;;100
12.950; Thermal sensor module; 0x21;;22302;;20801;;9401;;3800
12.950; Thermal sensor module; 0x22;;2203;;2701;;4600;;10900
13.000; Dynamics module data; 0x11;;0;;5601;;0;;3001
13.000; Dynamics module sensor errors; 0x12;;100;;0;;100;;100
13.000; Thermal sensor module; 0x21;;2502;;2100;;13402;;6103
13.000; Thermal sensor module; 0x22;;6501;;9002;;21900;;4802
13.050; Dynamics module data; 0x11;;0;;17400;;0;;700
13.050; Dynamics module sensor errors; 0x12;;0;;100;;0;;0
13.050; Thermal sensor module; 0x21;;8100;;9100;;501;;8703
13.050; Thermal sensor module; 0x22;;7801;;9802;;20701;;9603
13.100; Dynamics module data; 0x11;;0;;21001;;0;;400
13.100; Dynamics module sensor errors; 0x12;;0;;100;;0;;0
13.100; Thermal sensor module; 0x21;;3501;;1002;;4902;;4301
13.100; Thermal sensor module; 0x22;;12401;;18001;;3901;;4503
13.150; Dynamics module data; 0x11;;0;;21900;;0;;1100
13.150; Dynamics module sensor errors; 0x12;;0;;100;;100;;0
13.150; Thermal sensor module; 0x21;;1301;;17100;;16601;;23501
13.150; Thermal sensor module; 0x22;;13302;;15202;;25500;;21500
13.200; Dynamics module data; 0x11;;0;;15100;;0;;11501
13.200; Dynamics module sensor errors; 0x12;;100;;100;;100;;0
13.200; Thermal sensor module; 0x21;;200;;4701;;8101;;0
13.200; Thermal sensor module; 0x22;;6503;;19903;;15703;;4101
13.250; Dynamics module data; 0x11;;0;;3900;;0;;11600
13.250; Dynamics module sensor errors; 0x12;;100;;0;;0;;0
13.250; Thermal sensor module; 0x21;;5701;;5501;;20003;;19500
13.250; Thermal sensor module; 0x22;;14601;;15502;;17300;;23501
13.300; Dynamics module data; 0x11;;0;;1800;;0;;21401
13.300; Dynamics module sensor errors; 0x12;;100;;100;;100;;0
13.300; Thermal sensor module; 0x21;;10200;;18903;;8703;;13302
13.300; Thermal sensor module; 0x22;;12803;;8502;;7701;;23003
13.350; Dynamics module data; 0x11;;0;;10801;;0;;2100
13.350; Dynamics module sensor errors; 0x12;;100;;100;;100;;0
13.350; Thermal sensor module; 0x21;;6303;;8903;;8402;;14203
13.350; Thermal sensor module; 0x22;;22202;;19700;;14603;;301
13.400; Dynamics module data; 0x11;;0;;12101;;0;;22600
13.400; Dynamics module sensor errors; 0x12;;0;;100;;0;;0
13.400; Thermal sensor module; 0x21;;16000;;9201;;9100;;17700
13.400; Thermal sensor module; 0x22;;4901;;7600;;15200;;16302
13.450; Dynamics module data; 0x11;;0;;22401;;0;;17500
13.450; Dynamics module sensor errors; 0x12;;100;;0;;100;;100
13.450; Thermal sensor module; 0x21;;3800;;11900;;23301;;2101
13.450; Thermal sensor module; 0x22;;16702;;18003;;9301;;21601
13.500; Dynamics module data; 0x11;;0;;13501;;0;;4101
13.500; Dynamics module sensor errors; 0x12;;100;;100;;100;;100
13.500; Thermal sensor module; 0x21;;3800;;2802;;20400;;11602
13.500; Thermal sensor module; 0x22;;1200;;4503;;19000;;12102
13.550; Dynamics module data; 0x11;;0;;13100;;0;;14600
13.550; Dynamics module sensor errors; 0x12;;100;;0;;100;;100
13.550; Thermal sensor module; 0x21;;18901;;19501;;8800;;4702
13.550; Thermal sensor module; 0x22;;5402;;20103;;17502;;8800
13.600; Dynamics module data; 0x11;;0;;13501;;0;;17900
13.600; Dynamics module sensor errors; 0x12;;0;;100;;100;;0
13.600; Thermal sensor module; 0x21;;15302;;10100;;17102;;5402
13.600; Thermal sensor module; 0x22;;13702;;3200;;12603;;23101
13.650; Dynamics module data; 0x11;;0;;23000;;0;;25000
13.650; Dynamics module sensor errors; 0x12;;100;;100;;100;;100
13.650; Thermal sensor module; 0x21;;19002;;14701;;13701;;25200
13.650; Thermal sensor module; 0x22;;9903;;21902;;7903;;12601
13.700; Dynamics module data; 0x11;;0;;401;;0;;19400
13.700; Dynamics module sensor errors; 0x12;;100;;0;;100;;0
13.700; Thermal sensor module; 0x21;;10503;;7801;;1501;;13602
13.700; Thermal sensor module; 0x22;;6503;;10002;;7302;;16503
13.750; Dynamics module data; 0x11;;0;;3900;;0;;12500
13.750; Dynamics module sensor errors; 0x12;;100;;100;;0;;0
13.750; Thermal sensor module; 0x21;;802;;3100;;14702;;1203
13.750; Thermal sensor module; 0x22;;6302;;1202;;6301;;16703
13.800; Dynamics module data; 0x11;;0;;4500;;0;;20700
13.800; Dynamics module sensor errors; 0x12;;0;;100;;0;;100
13.800; Thermal sensor module; 0x21;;25500;;4803;;22502;;24902
13.800; Thermal sensor module; 0x22;;9003;;1903;;22203;;18801
13.850; Dynamics module data; 0x11;;0;;2801;;0;;5200
13.850; Dynamics module sensor errors; 0x12;;100;;100;;0;;0
13.850; Thermal sensor module; 0x21;;13903;;12903;;16603;;19203
13.850; Thermal sensor module; 0x22;;8002;;24202;;6803;;10903
13.900; Dynamics module data; 0x11;;0;;5400;;0;;11000
13.900; Dynamics module sensor errors; 0x12;;100;;0;;0;;100
13.900; Thermal sensor module; 0x21;;2502;;9100;;15201;;20902
13.900; Thermal sensor module; 0x22;;503;;13900;;24600;;3503
13.950; Dynamics module data; 0x11;;0;;9501;;0;;14500
13.950; Dynamics module sensor errors; 0x12;;0;;100;;100;;0
13.950; Thermal sensor module; 0x21;;3102;;1602;;24302;;4701
13.950; Thermal sensor module; 0x22;;3903;;18203;;19202;;11103
14.000; Dynamics module data; 0x11;;0;;19101;;0;;13600
14.000; Dynamics module sensor errors; 0x12;;100;;100;;0;;0
14.000; Thermal sensor module; 0x21;;102;;18301;;5302;;22502
14.000; Thermal sensor module; 0x22;;7500;;16502;;15202;;10600
14.050; Dynamics module data; 0x11;;0;;22701;;0;;5100
14.050; Dynamics module sensor errors; 0x12;;0;;100;;100;;100
14.050; Thermal sensor module; 0x21;;10003;;23501;;21800;;1703
14.050; Thermal sensor module; 0x22;;4502;;1602;;14701;;22900
14.100; Dynamics module data; 0x11;;0;;19501;;0;;4600
14.100; Dynamics module sensor errors; 0x12;;0;;0;;0;;0
14.100; Thermal sensor module; 0x21;;6102;;13202;;4800;;20002
14.100; Thermal sensor module; 0x22;;19402;;20101;;12503;;24902
14.150; Dynamics module data; 0x11;;0;;12601;;0;;14700
14.150; Dynamics module sensor errors; 0x12;;0;;0;;0;;100
14.150; Thermal sensor module; 0x21;;15403;;1900;;16202;;700
14.150; Thermal sensor module; 0x22;;16000;;1;;5203;;15103
14.200; Dynamics module data; 0x11;;0;;18901;;0;;24000
14.200; Dynamics module sensor errors; 0x12;;100;;0;;0;;100
14.200; Thermal sensor module; 0x21;;17503;;22500;;1;;1403
14.200; Thermal sensor module; 0x22;;6000;;16601;;1302;;18500
14.250; Dynamics module data; 0x11;;0;;15901;;0;;5400
14.250; Dynamics module sensor errors; 0x12;;0;;0;;100;;100
14.250; Thermal sensor module; 0x21;;11303;;17602;;22002;;3203
14.250; Thermal sensor module; 0x22;;13001;;2100;;22801;;9403
14.300; Dynamics module data; 0x11;;0;;17500;;0;;19801
14.300; Dynamics module sensor errors; 0x12;;100;;0;;100;;0
14.300; Thermal sensor module; 0x21;;16602;;20703;;5301;;17200
14.300; Thermal sensor module; 0x22;;2401;;17400;;2300;;17700
14.350; Dynamics module data; 0x11;;0;;4501;;0;;1900
14.350; Dynamics module sensor errors; 0x12;;100;;100;;0;;0
14.350; Thermal sensor module; 0x21;;19401;;20100;;7201;;13201
14.350; Thermal sensor module; 0x22;;19401;;6500;;5102;;16202
14.400; Dynamics module data; 0x11;;0;;18901;;0;;4800
14.400; Dynamics module sensor errors; 0x12;;0;;0;;0;;0
14.400; Thermal sensor module; 0x21;;15402;;11900;;9701;;10503
14.400; Thermal sensor module; 0x22;;18900;;12700;;2803;;900
14.450; Dynamics module data; 0x11;;0;;16801;;0;;7301
14.450; Dynamics module sensor errors; 0x12;;100;;0;;0;;0
14.450; Thermal sensor module; 0x21;;16303;;9602;;9301;;15603
14.450; Thermal sensor module; 0x22;;4002;;202;;14401;;4903
14.500; Dynamics module data; 0x11;;0;;5401;;0;;13100
14.500; Dynamics module sensor errors; 0x12;;0;;0;;100;;0
14.500; Thermal sensor module; 0x21;;11502;;15003;;8900;;22102
14.500; Thermal sensor module; 0x22;;8502;;9801;;7502;;3403
14.550; Dynamics module data; 0x11;;0;;22100;;0;;100
14.550; Dynamics module sensor errors; 0x12;;0;;100;;0;;0
14.550; Thermal sensor module; 0x21;;22900;;15500;;24300;;25400
14.550; Thermal sensor module; 0x22;;8301;;10502;;21100;;6900
14.600; Dynamics module data; 0x11;;0;;3901;;0;;3800
14.600; Dynamics module sensor errors; 0x12;;100;;0;;0;;0
14.600; Thermal sensor module; 0x21;;13602;;11901;;24800;;6503
14.600; Thermal sensor module; 0x22;;24702;;25501;;6101;;21903
14.650; Dynamics module data; 0x11;;0;;9400;;0;;3301
14.650; Dynamics module sensor errors; 0x12;;100;;100;;0;;0
14.650; Thermal sensor module; 0x21;;8100;;3501;;1900;;18102
14.650; Thermal sensor module; 0x22;;16502;;20603;;8503;;502
14.700; Dynamics module data; 0x11;;0;;12501;;0;;13600
14.700; Dynamics module sensor errors; 0x12;;100;;100;;0;;100
14.700; Thermal sensor module; 0x21;;11500;;22500;;2001;;13102
14.700; Thermal sensor module; 0x22;;9902;;14200;;8100;;2802
14.750; Dynamics module data; 0x11;;0;;10700;;0;;2401
14.750; Dynamics module sensor errors; 0x12;;100;;0;;0;;100
14.750; Thermal sensor module; 0x21;;5300;;4000;;12502;;15001
14.750; Thermal sensor module; 0x22;;10903;;4801;;10201;;201
14.800; Dynamics module data; 0x11;;0;;10400;;0;;13100
14.800; Dynamics module sensor errors; 0x12;;100;;100;;100;;100
14.800; Thermal sensor module; 0x21;;1203;;17103;;18100;;10203
14.800; Thermal sensor module; 0x22;;9702;;14200;;8000;;21403
14.850; Dynamics module data; 0x11;;0;;1601;;0;;4001
14.850; Dynamics module sensor errors; 0x12;;0;;0;;0;;0
14.850; Thermal sensor module; 0x21;;3502;;9000;;10402;;2700
14.850; Thermal sensor module; 0x22;;21101;;19301;;14101;;300
14.900; Dynamics module data; 0x11;;0;;21001;;0;;10901
14.900; Dynamics module sensor errors; 0x12;;100;;0;;0;;100
14.900; Thermal sensor module; 0x21;;17702;;21402;;25202;;7100
14.900; Thermal sensor module; 0x22;;12100;;4101;;17802;;14400
14.950; Dynamics module data; 0x11;;0;;7400;;0;;4001
14.950; Dynamics module sensor errors; 0x12;;100;;0;;0;;100
14.950; Thermal sensor module; 0x21;;5002;;16903;;1301;;13902
14.950; Thermal sensor module; 0x22;;19103;;11101;;2701;;19202
15.000; Dynamics module data; 0x11;;0;;22200;;0;;20800
15.000; Dynamics module sensor errors; 0x12;;0;;100;;100;;0
15.000; Thermal sensor module; 0x21;;2700;;6600;;5701;;4003
15.000; Thermal sensor module; 0x22;;1101;;25301;;15803;;17000
15.050; Dynamics module data; 0x11;;0;;19201;;0;;901
15.050; Dynamics module sensor errors; 0x12;;0;;0;;100;;100
15.050; Thermal sensor module; 0x21;;16100;;25201;;13901;;23103
15.050; Thermal sensor module; 0x22;;3402;;11501;;24701;;16103
15.100; Dynamics module data; 0x11;;0;;9200;;0;;16900
15.100; Dynamics module sensor errors; 0x12;;0;;0;;0;;0
15.100; Thermal sensor module; 0x21;;1801;;12702;;16302;;801
15.100; Thermal sensor module; 0x22;;7903;;24301;;21200;;23702
15.150; Dynamics module data; 0x11;;0;;3201;;0;;18201
15.150; Dynamics module sensor errors; 0x12;;100;;100;;0;;100
15.150; Thermal sensor module; 0x21;;1003;;2802;;5103;;25300
15.150; Thermal sensor module; 0x22;;12202;;14902;;11403;;25500
15.200; Dynamics module data; 0x11;;0;;9501;;0;;13801
15.200; Dynamics module sensor errors; 0x12;;0;;0;;0;;0
15.200; Thermal sensor module; 0x21;;25401;;16500;;16201;;8703
15.200; Thermal sensor module; 0x22;;11003;;17800;;7803;;11203
15.250; Dynamics module data; 0x11;;0;;10101;;0;;20801
15.250; Dynamics module sensor errors; 0x12;;0;;100;;100;;100
15.250; Thermal sensor module; 0x21;;14000;;20100;;15703;;1502
15.250; Thermal sensor module; 0x22;;10402;;2003;;18803;;8101
15.300; Dynamics module data; 0x11;;0;;13700;;0;;5400
15.300; Dynamics module sensor errors; 0x12;;0;;0;;0;;0
15.300; Thermal sensor module; 0x21;;13602;;7501;;18401;;13401
15.300; Thermal sensor module; 0x22;;10201;;2001;;4101;;10700
15.350; Dynamics module data; 0x11;;0;;6600;;0;;24200
15.350; Dynamics module sensor errors; 0x12;;100;;0;;100;;100
15.350; Thermal sensor module; 0x21;;8701;;16303;;9601;;6901
15.350; Thermal sensor module; 0x22;;7601;;19400;;13200;;11901
15.400; Dynamics module data; 0x11;;0;;19201;;0;;20701
15.400; Dynamics module sensor errors; 0x12;;0;;100;;0;;100
15.400; Thermal sensor module; 0x21;;19803;;5002;;12200;;9202
15.400; Thermal sensor module; 0x22;;20000;;12702;;16802;;5500
